snippet.title,snippet.description,statistics.viewCount,statistics.subscriberCount,statistics.videoCount
JayzTwoCents,"Here at JayzTwoCents we strive to create informed and intelligent buyers when it comes to PC building. Whether it be computers, components, or how-to content, you will leave with more confidence in your ability to troubleshoot, fix and build your next PC! ",1048891130,3960000,2155
