Index,CommentID,CommentURL,CommenterID,Comment,CommentReactions,CommentReactionCount
0,300711442453655,https://facebook.com/300711442453655,300711442453655,If we’ve already got tickets to the game is there a way to purchase just the scarf?,,
1,599914335628416,https://facebook.com/599914335628416,599914335628416,Nicole Mendoza,,
2,1260122804698392,https://facebook.com/1260122804698392,1260122804698392,are tickets still available? It doesn't show any.,,
3,972353820692673,https://facebook.com/972353820692673,972353820692673,I’ll be there!!,,
4,182946928002991,https://facebook.com/182946928002991,182946928002991,Is there anyway just to purchase the scarves?,,
5,820208963034068,https://facebook.com/820208963034068,820208963034068,Mario Arroyo,,
6,668855128638608,https://facebook.com/668855128638608,668855128638608,Ohhhhhhh,,
7,825216702241995,https://facebook.com/825216702241995,825216702241995,Angeline Luong Tina Luong Linda Luong-Saeteurn,,
8,857813075202971,https://facebook.com/857813075202971,857813075202971,No tickets available via that link 😬,,
